id	subject	session	row	time	key	p_utts	p_form	p_lrb	p_obj	p_gloss	p_orient	p_mspd	p_g_type	p_gs_rel
10921101487	92	11	1487	0.0298813512587		and you keep pouring and pouring and pouring.	iconic~	R		pouring water		M continues to hold imaginary pitcher at an angle in fist and moves it up and down a little	R.m	RF.p
10921101488	92	11	1488	0.0298987297483		it overflows.	iconic	R		overflowing		M splays fingers outward and moves hand in an arc out to her right as if water flowing over an edge	R.m	RF.p
10921102226	92	11	2226	0.00368965029845		crackers shaped like circles and they have lines on each side?	iconic - thinking	R - R		circle - thinking	trace shape -	M makes a circle in the air with R index finger -	R.a;C	RF.a;RF
10921102232	92	11	2232	0.00383022296988		like the round big -- the big Ritz crackers?	iconic	R		circle		M uses R index finger and thumb to form a circle	R.a	RF.a
10921102237	92	11	2237	0.00391093639936		the little white ones?	iconic	R		small size		M holds R index finger and thumb close together and shows C from different angles	R.a	RF.a
10921102365	92	11	2365	0.00771914275386		chew your snack?	iconic	R		eating		M pretends to hold food up to mouth	R.m	ADD.p
10921102374	92	11	2374	0.00781298659771		the crumbs don't go -- fly out.	iconic	R		crumbs flying out		M holds R fingers up to mouth bunched up and then explodes fingers outward while drawing hand away from mouth	R.m	RF.p
10921102796	92	11	2796	0.0183370137112		or it -- you don't have -- it doesn't necessarily mean tight.	demo - iconic	R - R		gripping - tight		M holds up the crayon and demonstrates grasping it - M closes her fingers in a fist around the crayon and flexes	FA;R.a	FA;RF.a
10921102798	92	11	2798	0.0183543922008		you know Daddy was showing you how to hold a golf club?	iconic	B		holding a golf club		M extends arms and clasps both hands as if holding a golf club handle	R.m	RF.p
10921102799	92	11	2799	0.0183856734821		that's how you grip it.	iconic	B		holding a golf club		moves hands apart and reclasps them again as if holding a golf club handle	R.m	RF.p
10921102800	92	11	2800	0.0184192718954		it's like you hold it with your hand.	iconic	B		holding a golf club		moves hands so that they are one below the other in a line holding imaginary golf club instead of overlapping	R.m	RF.p
10921200985	92	12	985	0.0226994896131		well, then they were rolling around and falling on the floor.	iconic	R		rolling		M rotates open hand in air	R.m	RF.p
10921201093	92	12	1093	0.0253227764802	*	we have the -- toys.	iconic	L		playdoh toys		M raises hand with bunched fingers and taps air with it twice	R.a	RF.a
10921201220	92	12	1220	0.0279861111111		but maybe --	iconic	R		coloring		M starts moving pointing finger back and forth over paper as if coloring	R.m	ADD.p
10921201221	92	12	1221	0.0280044743818		I think there's some, like, magic --	iconic~	R		coloring		M starts moving pointing finger back and forth over paper as if coloring	R.m	ADD.p
10921201224	92	12	1224	0.0281187862245		it's a certain kind of material that when you put the pen on it -- it turns the color that's hidden underneath.	palm~ - iconic - palm	R - R - L	coloring book page - - coloring book page	coloring book page - coloring - coloring book page	palm down touch - - palm down tap	- M starts moving forefinger back and forth over paper as if coloring -	DP;R.m;DP	RF;ADD.p;RF
10921201228	92	12	1228	0.0282431389723		it's like now you see it, now you don't.	metaphoric - metaphoric	L - L		one state of affairs - another state of affairs		M points to place on floor - M points to a second and different place on floor	R.met;R.met	RF.met;RF.met
10921201425	92	12	1425	0.0322803552009		and a pad is like that flat thing.	iconic - point	B - R	- lilypad in coloring book	pad shape - lilypad in coloring book		M holds L palm flat up and rubs R palm down over it as if rubbing a flat object - 	R.a;DP	RF.a;DA
10921201429	92	12	1429	0.0323730404788		and they go ribbit -- ribbit.	iconic	R		frog jumping		M holds hand with fingers pointing downward and makes it jump like a frog	R.m	ADD.p
10921201431	92	12	1431	0.0324012322508		ribbit -- ribbit.	iconic	R		frog jumping		M holds hand with fingers pointing downward and makes it jump like a frog	R.m	ADD.p
10921201591	92	12	1591		*	a stomach+ache?	nod~ + iconic	H + R		yes + stomach ache		+ M rubs stomach with palm in circle	C;R.a	RF;RF.a
10921201818	92	12	1818	0.00346064814815			iconic	WB		elephant		M uses R arm as elephant trunk	R.a	X
10921201838	92	12	1838	0.00431643449005			iconic	B		tickling		M extends fingers and wiggles them threateningly	R.m	X
10921201840	92	12	1840	0.004376293732	* 	I'm going to tickle you.	iconic	R		tickling		M extends fingers and wiggles them threateningly	R.m	RF.p
10921201841	92	12	1841	0.00446588950061			iconic	B		tickling		M extends fingers and wiggles them threateningly	R.m	X
10921201907	92	12	1907	0.00644549256046	v	---	iconic	WB		swimming		M circles her arms as if swimming while singing about whale that swam all night 	R.m	ADD.p
10921202268	92	12	2268	0.0144442320407		snap -- snap.	iconic	B		crocodile jaws		M holds arms straight and claps them together like jaws	R.m	RF.p
10921202271	92	12	2271	0.0145044774713		we go --	iconic	B		crocodile jaws		M holds arms straight and claps them together like jaws	R.m	ADD.p
10921202402	92	12	2402	0.0167976657213		ooh, stinky skunk.	iconic	R		smelly		M holds nose as if there is a bad smell	R.a	RF.a
10921202423	92	12	2423	0.0171765167946		skunk stew?	iconic	B		bowl of stew		M brings hands together and flips outward	R.a	RF.A
11000201045	100	2	1045	00:41:47		pull them this way.	iconic	R	zipper	upward	tracepath	M touches zipper and traces upward path	R.d	DA
11000301112	100	3	1112	00:51:51		### would have just gone -- whoosh.	iconic	B		flying 	H=O	M raises both hands up and away from her sides to represent water flying everywhere	R.m	ADD.p
11000301521	100	3	1521	00:06:02		you just got to turn it around.	iconic	R		turning	H=H	M turns hand around to the right	R.m	RF.p
11000301820	100	3	1820	00:18:46			iconic	R		tilting (bottle)	H=H	M holds thumb a few inches from curved fingers as if holding bottle while tipping  hand towards left 	R.m	X
11000400128	100	4	128	00:05:55		didn't you want to push it on the rug?	iconic	R		pushing	H=H	M moves fist forward in air as if pushing	R.m	RF.p
11000500665	100	5	665	00:42:52		remember your little tool+box?	iconic	L		(holding) toolbox	H=H	M makes fist in air as if she is holding handle of toolbox	R.a	RF.a
11000501196	100	5	1196	00:04:34		ok, back up a little bit so we got more room.	iconic	R		backwards	tracepath	M traces backwards path with outward facing palm	R.d	RF.d
11000501613	100	5	1613	00:22:20		m@l.	iconic	L	letter M	letter M's shape	traceshape	M traces shape of letter M	R.a	ELAB.a
11000600152	100	6	152	00:06:25		you going to turn it around.	iconic	R		(turning) around	tracepath	M traces circular path in air with index finger	R.d	RF.d
11000600323	100	6	323	00:12:08		keep turning.	iconic	R		turning	H=H	M circles finger in air	R.m	RF.p
11000600337	100	6	337	00:12:39		### see so it fits the shape like that.	iconic	R	puzzle board	puzzle piece's shape	traceshape	M outlines shape of puzzle piece	R.a	ELAB.a
11000600394	100	6	394	00:14:32			iconic	R		straight line	traceshape	M traces straight line in air with finger	R.a	X
11000600494	100	6	494	00:17:35		you see the round part?	iconic	R	round edge of piece	round edge	traceshape	M traces round edge of puzzle piece	R.a	RF.a
11000601118	100	6	1118	00:54:50		### you got to turn it the other way.	iconic	R		turning	H=H	M pinches thumb to hand and moves hand in circle to the right to mimic turning reel	R.m	RF.p
11000700350	100	7	350	00:32:05		it's just not as long.	iconic	B		long	traceshape	M holds index fingers out and about 6 inches apart indicating length of block	R.a	RF.a
11000800134	100	8	134	00:06:05		you go down -- then you go to the center -- up -- and then down.	iconic	R		path in writing the letter M	tracepath	traces shape of M on screen, moving finger in a line down, then diagonally down from top of line 1, diagonally up from end of line 2, and down from end of line 3.	R.d	RF.d
11000801950	100	8	1950	00:17:17		---	iconic	R	stinging jellyfish	stinging jellyfish	H=O	M poking C with hand and going 'zzzz' to imitate stinging	R.a	X
11000801952	100	8	1952	00:17:20		sting you.	iconic	R		sting	H=O	M poking C with hand to sting him	R.m	RF.p
11000801953	100	8	1953	00:17:23			iconic	R		sting	H=O	M poking C with hand to sting him	R.m	X
11000801956	100	8	1956	00:17:28		sting.	iconic	R		sting	H=O	M poking C with hand to sting him	R.m	RF.p
11000801957	100	8	1957	00:17:29	b	sting.	iconic	R		sting	H=O	M poking C with hand to sting him	R.m	RF.p
11000801958	100	8	1958	00:17:30	b	sting.	iconic	R		sting	H=O	M poking C with hand to sting him	R.m	RF.p
11000801959	100	8	1959	00:17:31	b	sting.	iconic	R		sting	H=O	M poking C with hand to sting him	R.m	RF.p
11000801960	100	8	1960	00:17:32	b	Bzzt.	iconic	R		sting/stinging jellyfish?	H=O	M poking C with hand to sting him	R.m	ADD.p
11000801962	100	8	1962	00:17:34		Bzzt.	iconic	R		sting/stinging jellyfish?	H=O	M poking C with hand to sting him	R.m	ADD.p
11000801965	100	8	1965	00:17:37			iconic	H		lizard	B=O	M sticking out tongue like lizard	R.a	X
11000802026	100	8	2026			I need to be a people?	iconic	WB	sliding worm	sliding worm	B=O	M sliding around on all fours like a worm	R.m	ADD.p
11000802027	100	8	2027	00:21:00		or a worm?	Iconic~	WB	sliding worm	sliding worm	B=O	M sliding around on all fours like a worm	R.m	RF.p
11000802054	100	8	2054				iconic	WB	sliding worm	sliding worm	B=O	M sliding on all fours like a worm	R.m	X
11000802055	100	8	2055			here comes the mommy worm.	iconic~	WB	sliding worm	sliding worm	B=O	M sliding on all fours like a worm	R.m	RF.p
11000802056	100	8	2056			she's going to slither all over you.	iconic~	WB	sliding worm	sliding worm	B=O	M sliding on all fours like a worm	R.m	ADD.p
11000900725	100	9	725	00:33:49			iconic	R		lay track	trace path	M moving pointer finger where track will go	R.d	X
11000901269	100	9	1269		*		iconic	R		eating		M putting food to her mouth and smacking her lips repeatedly 	R.m.pp	X
11001000185	100	10	185	0.006875		you want it to go back that way?	iconic	r		direction of train rails	trace path	moves pointer finger in serpentine motion	R.d	DA
11001000459	100	10	459	0.0195023148148		Max you want to run this &choo+choo now.	iconic	r		around	points at toy train and makes a circular movement with hand back to herself		R.d	ADD.d
11001000530	100	10	530			look Colin if you put him on the ground he'll go --	point - iconic	l - l	ground - 	ground - path train will move	- trace path	- moves index finger in serpentine path	DP;R.d	RF;ADD.d
11001101177	100	11	1177	0.0342997356925		so we got a total flat edge.	iconic	L		straight across flat		holds hand flat with pinky parallel to the floor and thumb closest to the ceiling and palm in, slides hand straight across from right to left 	R.a	RF.a
11001101197	100	11	1197	0.0347728167983		you got to put all the edges so it goes in one big long line.	iconic	R		straight across flat		holds hand flat with fingers together and diagonally pointed towards the floor and thumb parallel the ceiling and palm out, slides hand straight across from right to left 	R.a	RF.a
11001101217	100	11	1217	0.0352057342837		then you got to make a line.	iconic	L		straight across flat		holds hand flat with pinky parallel to the floor and thumb closest to the ceiling and palm side then slides hand back and forth from right to left 	R.a	RF.a
11020100414	102	1	414			can you make it go down the slide?	point-iconic 	R	slide on toy structure	slide.sliding	H=O	M touches slide, runs finger down length of it	DP;R.m	RF;ADD.p
11020101234	102	1	1234			"Humpty_Dumpty had a great fall"	iconic	R		falling	H=O	M lets finger "fall" when she reads the word fall	R.m	RF.p
11020101273	102	1	1273	00:20:35		"rapping on the window"	iconic	L		knocking	H=H	M knocks on book with fist	R.m	RF.p
11020300264	102	3	264	00:08:32		it's very small.	iconic	R		small	H=O	M pinches fingers	R.a	RF.a
11020300509	102	3	509	00:22:08		yep, on the phone.	iconic	R		phone	H=H	M places a fist shaped hand next to ear as if it is the phone	R.a	RF.a
11020300770	102	3	770	00:34:04		so they can go.	iconic	L		across	tracepath	M traces path from one side of sidewalk to the other in book	R.d	ADD.d
11020300776	102	3	776	00:34:15	R	"going that way."	iconic	L		path of people	tracepath	M traces the direction people walk in book	R.d	DA
11020300803	102	3	803	00:35:12		look, they're getting off the bus.	point-iconic-point	L	people in line in book. .people in line in book	people. Path of the bus. People	touch. Tracepath.tap	M traces the direction in which people are moving on the bus	DP;R.d;DP	DA;RF.d;DA
11020300815	102	3	815	00:35:58		they're getting back on the bus.	iconic	L		path to bus	trace path	draws a line towards bus from stop	R	ADD
11020300867	102	3	867	00:37:56		and it's green so these buses are going.	point.iconic	L.L	greenlight	greenlight. Path of bus	tracepath	moves finger on book to show direction of bus' motion	DP;R.d	RF.a;ADD.d
11020500076	102	5	76			push push push.	iconic. Iconic. Iconic	R.R.R		pushing. Pushing. Pushing	H=H (x3)	moves palm up and down with force as if pushing (x3)	R.m;R.m;R.m	RF.p (x3)
11020500218	102	5	218	00:07:10		l@l left.	iconic	R		shape of L	traceshape	M forms C's hand into letter L and then traces letter with her fingertip	R.a	ELAB.a
11020500429	102	5	429			you're strong, remember?	iconic	WB		strong	B=B	M bends at the waist and flexes both arms to show she is strong	R.a	RF.a
11020501288	102	5	1288	00:57:34		can you go like this?	iconic	WB		surfing	B=B	M spreads out both arms and wiggles her torso as if surfing	R.m	ADD.p
11020501289	102	5	1289			go -- like you're surfing?	iconic~	WB		surfing	B=B	M spreads out both arms and wiggles her torso as if surfing	R.m	RF.p
11020501487	102	5	1487			let me see how strong you are right now.	iconic	B		strong	B=B	M makes a fist and holds arms at an angle as if flexing	R.a	RF.a
11020501748	102	5	1748	00:23:38		like turn it over.	iconic	R		(turning) over	tracepath	M flips wrist as if turning smt over	R.d	RF.d
11020601114	102	6	1114	00:57:32		he has feathers.	iconic	B		flapping	B=O	M flap arms softly as they are wings with feathers	R.m	ADD.p
11020601115	102	6	1115	00:57:34		he can't catch rocks.	iconic	B		flapping	B=O	M flap arms softly as they are wings with feathers	R.m	ADD.p
11020601118	102	6	1118	00:57:36		say there you go.	iconic	R		putting	H=H	M moves hand downward as if putting something down	R.m	ADD.p
11020601321	102	6	1321	00:10:46		###	point-point-point+iconic	L-L-L-L	windmill-tree-windmill	windmill-tree-windmill+ around	tracepath	M traces a circle in air with finger	DP;DP;DP;R.d	X;X;X;X
11020601396	102	6	1396	00:14:46		if you want to put the fire+truck away, you got to push it.	iconic	B		pushing	H=H	M moves both palms over the fire truck as if pushing it	R.m	RF.p
11020601440	102	6	1440	00:16:34		it's a picture.	point.iconic	R	chalk picture of balloon	balloon picture. Drawing	H=H	M makes circles with chalk as if drawing a picture	DP;R.m	RF;ADD.p
11020601704	102	6	1704	00:29:15		see there's a little juice right there?	iconic	L		little	H=O	pinching fingers to show how little the height of juice	R.a	RF.a
11020601705	102	6	1705			so it kind of looks like there's a hair.	iconic~	L		little	H=O	pinching fingers to show how little the height of juice	R.a	ADD.a
11020700107	102	7	107	00:04:23	*1	turn around and come down backwards.	iconic-iconic	L-L		around-down	tracepath-tracepath	Index finger extended while hand rotates at the wrist in counter clockwise motion-M points from top of steps to bottom	R.d;R.d	RF.d;RF.d
11020700116	102	7	116	00:04:32	*1 	no!	iconic	R		around	tracepath	Index finger extended while hand rotates at the wrist in counter clockwise motion	R.d	ADD.d
11020700117	102	7	117	00:04:33	*1	turn around and come -- turn --	iconic+nod	R		around+emphasis	tracepath	Index finger extended while hand rotates at the wrist in counter clockwise motion	R.d;C	RF.d;E
11020700369	102	7	369	00:17:22		can we put you in the bag to push the leaves down?	Iconic	R		pushing/smashing	H=H	M moves fist up and down to show smashing leaves	R.m	RF.p
11020700745	102	7	745	00:32:05	*1	if you want to get out turn around and go down backwards.	iconic	R		around	tracepath	Rotate hand in circle at wrist with extended index finger	R.d	RF.d
11020700746	102	7	746	00:32:08	*1	turn around.	iconic	R		around	tracepath	Rotate hand in circle at wrist with extended index finger	R.d	RF.d
11020701741	102	7	1741	00:13:51		no, she's just -- she's just tapping you.	Iconic	B		Tapping	H=H	Arms extended forward and out, while hands move in and out at the wrist	R.m	RF.p
11020800832	102	8	832	00:33:08		put it out.	Nod~+Iconic	R		Yes+holding pole/putting pole out over stairs	H=H	M extends arm out over stairs, as if holding out a pole, and waves it around	C;R.m	RF;RF.p
11020801673	102	8	1673	00:06:44			iconic	WB		tiger	H=O	M growling and shaking head like tiger	R.a	X
11020801972	102	8	1972	00:18:01			iconic	WB		chewing	B=B	M opens and closes mouth as if chewing something	R.m	X
11020802008	102	8	2008	00:19:18			Iconic	WB		Elephant	B=O	Throws head back as elephant on video does	R.a	X
11020900713	102	9	713			you put on -- on the straps.	Iconic	R		Put on sandal straps	trace.path	Index and thumb pinched together as if holding strap as hand moves across foot	R.m	RF.p
11020900931	102	9	931		*1	you go down the steps and I'll bring it down.	Iconic	R		Go down steps	trace.path	Palm in sweeping downward motion directing Sib1 to go down steps	R.d	RF.d
11020901706	102	9	1706		*2	if you start doing on your face, then I have to take it away.	Iconic	L		Stamping face		As if holding a stamp and stamping all over M's face	R.m	ADD.p
11021000020	102	10	20	00:02:59		for when a train's going -- fast they have like the bumps over the ### so that -- that if they connected ### and then it won't -- then it won't hurt your trains.	Point - Iconic - Point	R - R - R	Train - - Train	Train - Part of train - Train		 - M holds palm in front of train - 	DP;R.a;DP	RF;RF.a;ADD
11021000481	102	10	481	00:28:46		I just go &ruhruhruh and it's done.	iconic	R		cutting hair		hand clenched as if holding electric shaver, three strokes across space as if shaving someone very easily	R.m	ADD.p
11021000482	102	10	482	00:28:49		cut them like this.	iconic	B		cutting hair with scissors		L bobs in unison with waving of spread index and middle fingers of R	R.m	RF.p
11021000493	102	10	493	00:29:24	*3	bouncy bouncy bouncy bounce.	iconic	H		bounce		H bobs up and down	R.m	RF.p
11021001851	102	10	1851	00:23:54		ok, I'm in my car.	Iconic	WB		Driving in car		M squats down as though sitting and holds her hands in front of her as though holding a steering wheel	R.m	ADD.p
11021001852	102	10	1852	00:23:55		alright, where we going?	Iconic~	WB		Driving in car		M squats down as though sitting and holds her hands in front of her as though holding a steering wheel	R.m	ADD.p
11021100418	102	11	418	0.0082038095194		the Grand+Canyon is that big?	iconic	L		big		lift arm straight up palm facing out	R.a	RF.a
11021100419	102	11	419	0.00822002944302		much bigger.	iconic~	L		big		lift arm straight up palm facing out	R.a	RF.a
11021100421	102	11	421	0.00825208310162		much bigger.	iconic~	L		big		lift arm straight up palm facing out	R.a	RF.a
11021101371	102	11	1371	0.0346160242032		well there's a big valve that goes to the fountain and they turn it really hard and it turns the water off.	iconic	B		turn valve		place fists with one facing up and one facing down separated slightly and move both in clockwise motion	R.m	RF.p
11030101110	103	1	1110			it's a triangle.	iconic	R	triangle shape hole	triangle shape	traceshape		R.a	RF.a
11030101333	103	1	1333	00:15:42			iconic	R	book page	turning	H=H	M places fist against page and moves fingers in clockwise direction as if   turning key	R.m	X
11030101388	103	1	1388			that's what the elephant does.	iconic	R		elephant	H=O	M places arm in air to mimic elephant holding up its trunk	R.a	RF.a
11030101389	103	1	1389			harooooo	iconic~	R		elephant		M places arm in air to mimic elephant holding up its trunk	R.a	ADD.a
11030200341	103	2	341	00:13:02		zip it up.	iconic	B		zipping 	H=H	M pinches fingers as if holding smt as she moves right hand away from left to represent zipping something	R.m	RF.p
11030201449	103	2	1449	00:09:20		it's easy if you can lay it flat.	iconic	B	floor	laying	H=H	M forcefully puts downward facing palms on foor and moves palms around to represent laying railroad track	R.m	RF.p
11030201816	103	2	1816	00:27:23			iconic	R		Raising (trunk)	H=O	M raises up arm to mimic an elephant raising up his trunk	R.m	ADD.p
11030201817	103	2	1817		R	"with my long trunk, said Elephant."	iconic~			Raising (trunk)	H=O	M raises up arm to mimic an elephant raising up his trunk	R.m	ADD.p
11030300968	103	3	968	00:35:33		you can press it down now.	iconic	R		pressing (down)	H=H	M quickly lowers extended index finger to repressent pressing down	R.m	RF.p
11030301494	103	3	1494	00:58:44		take this out, and we'll put it back in here.	iconic	R		putting	H=H	While holding DVD mom forcefully lowers hand to mimic putting dvd  into smt	R.m	RF.p
11030400452	103	4	452	00:18:24		it's got two short sides and two long sides.	point-iconic-iconic-iconic	L-L-L-L	short side-short side-long side-long side	short side-short sides' straight shape-long side's straight shape-long side straight shape	touch-traceshape-traceshape-traceshape	M uses thumb and index finger to point to trace straight shape of both short sides simultaneously. M traces straight shape of long side of rectangle (x2)	DP;R.a;R.a;R.a	RF;RF.a;RF.a;RF.a
11030401205	103	4	1205	00:50:49		the tape's going back.	iconic	R		counterclockwise/backwards	trace path	M rotated hand in counterclockwise motion to show direction tape moves when it rewinds	R.d	RF.d
11030500140	103	5	140	00:07:53		or just wave it in the wind and the wind will -- make the bubbles.	iconic	R		waving	H=H	M waves fist back and forth as if waving object	R.m	RF.p
11030501399	103	5	1399	00:10:37			iconic	B		putting	H=H	M moves closed hands forward while opening them to pantomime placing smt 	R.m	X
11030501400	103	5	1400	00:10:42		you got to stoke the fire so there's big flames on it.	iconic-iconic	L-L		stroking-flame's shape	H=H.traceshape	M moves fist back and forth as if stroking- M moves hand upward to show rising shape of flames	R.m;R.a	RF.p;ELAB.a
11030501423	103	5	1423	00:11:38		the wolf decided to climb up on the roof.	iconic	R		climbing	H=O	M moving fingers one after another over house to mimic climbing	R.m	RF.p
11030600201	103	6	201	00:15:20	r	"the cat was the first to spot it and she ran up the tree."	iconic	L	tree in book	up	tracepath	M moves palm up tree in book to show upward path	R.d	RF.d
11030600216	103	6	216	00:16:13		see the wolf's going round and round in circles.	iconic	L		around	trace.path	M moves indwx in circles on book to show wolf going around in circles.	R.d	RF.d
11030700135	103	7	135	00:08:12		are you going to put the other legs coming out like that?	iconic (x4)	R (x4)		outward (direction) (x4)	tracepath (x4)	M points w/ index finger to paper body of spider and then drags her finger away from central body showing how legs would be directed outward (x4)	R.d;R.d;R.d;R.d	DA;DA;DA;DA
11030700162	103	7	162	00:09:34		you have to slide it over.	iconic	R		sliding/pushing	H=H	M runs finger above top of strip of paper showing how to slide it over	R.m	RF.p
11030701046	103	7	1046	00:08:42		we poured in water.	iconic	R		pouring	H=H	m makes pouring gesture with r hand	R.m	RF.p
11030800347	103	8	347	00:25:50		at the top but then it's going to slide off here.	palm - iconic	R - R	top of building 	top of building - incline slide off	touch - tracepath	M drags index finger through tower to show path of ball	DP;R.d	DA;RF.d
11030800368	103	8	368	00:27:01		well, if you put something up here then it can slide down and go like that.	palm - iconic	R - R	top side - 	top side - path of ball along the tops of the blocks	touch - tracepath	M traces path along top of blocks with index finger	DP;R.d	DA;RF.d
11030800371	103	8	371	00:27:11		so, if you take this one and slope goes down like that the ball is going to come down here.	iconic	R		path of ball	tracepath	M traces path of ball with index finger	R.d	RF.d
11030800462	103	8	462	00:31:14		flip over.	iconic	R		flip over	tracepath	points finger then rotates it in a circle	R.d	RF.d
11030800497	103	8	497	00:32:24		go the other way.	iconic	R		flip over	tracepath	points finger then rotates it in a circle	R.d	DA
11030800506	103	8	506	00:32:38		put your head this way.	iconic	R		direction of head	tracepath	Palms an arch in air of where head should go	R.d	DA
11030800530	103	8	530	00:33:52		this way.	iconic	R		direction C should somersault in	tracepath	M points and drags a line behind the child toward M	R.d	DA
11030800704	103	8	704	00:45:39	v	---	iconic	R		mice scampering	H=O	holds fingers perpendicular to floor and moves them in a horizontal arch around her body	R.m	X
11030800705	103	8	705	00:45:48	v	---	iconic	R		mice walking forward	H=O	holds pointer and middle finger perpendicular to floor and walks them away from her body	R.m	X
11030800706	103	8	706	00:45:53	v	---	iconic	R		mice scampering	H=O	holds fingers perpendicular to floor and moves them in a horizontal arch around her body	R.m	X
11030800707	103	8	707	00:45:56	v	---	iconic	R		mouse walking forward	H=O	holds pointer perpendicular to floor and walks it around her body	R.m	X
11030800858	103	8	858	00:53:54		start off lower.	iconic	L		low height	H=O?	M holds out palm at level where C should jump over	R.a	RF.a
11030800875	103	8	875	00:00:24		fire extinguisher.	iconic	R		spraying fire extinguisher	H=H	makes a fist then moves arm in front of her towards C in circles	R.m	RF.p
11030800883	103	8	883	00:00:45			iconic	R		spraying fire extinguisher	H=H	makes a fist then moves arm in front of her towards C in circles	R.m	X
11030800939	103	8	939	00:03:08		have both your feet together.	iconic	B		landing with both feet at the same time	H=B	holds hands palm down in front and moves them down at the same time	R.m	RF.p
11030801424	103	8	1424			###	iconic	R		circle	traceshape	moves hand in front of body in a horizontal circle	R.a	X
11030900344	103	9	344	00:22:33		I don't know what you call this thing.	Iconic	B		rocking	trace.path	M puts arms together and moves like rocking a baby	R.a	ADD.a
11031001249	103	10	1249	0.0103660798144		so you can flip them.	iconic	R		flipping		extends hand palm down and quickly rotates to palm up position	R.m	RF.p
11031201493	103	12	1493	0.0409606481481		because -- the base is so -- narrow.	point - iconic	R - R	base of block - 	base of block - narrowness	touch -	- M holds forefinger and thumb an inch apart	DP;R.a	RF;RF.a
11050100690	105	1	690	00:43:27		put it on your head.	iconic	B		putting on	H=H	M makes two fist, lifts hands by head, and shows how one puts a hat on one's head.	R.m	RF.p
11050100885	105	1	885	00:01:31	*	clean up.	iconic	R		vacuuming	H=H	M moves fist up and down to mimic vacuuming	R.m	ADD.p
11050200366	105	2	366	00:30:47	*	quiet.	metaphoric	L		calm down	palm down		R.m	ADD.p
11050201079	105	2	1079	00:03:21		throw it in there.	iconic	L		throwing	H=H	Moves hand as if throwing something	R.m	RF.p
11050201080	105	2	1080			yuck.	iconic~	L		throwing	H=H	Moves hand as if throwing something	R.m	ADD.p
11050201082	105	2	1082	00:03:23		go on.	iconic	R		throwing	H=H	Moves hand as if throwing something	R.m	ADD.p
11050300808	105	3	808	00:42:15		just a -- just garbage.	iconic	R		throwing	H=H	M makes a throwing motion down towards garbage	R.m	ADD.p
11050301274	105	3	1274	00:01:56	*	remember in the crib when the babies have a little mobile hanging on there.	iconic	R	path of mobile	M traces path of mobile		Mo. Tace.path	R	RF
11050301275	105	3	1275		*	it plays music.	iconic~	R	path of mobile	M traces path of mobile		Mo. Tace.path	R	ADD
11050301276	105	3	1276		*	it goes around in a circle.	iconic~	R	path of mobile	M traces path of mobile		Mo. Tace.path	R	RF
11050301644	105	3	1644	00:19:01		you want to draw?	iconic	R		drawing	H=H	M moves finger in air as if drawing	R.m	RF.p
11050301660	105	3	1660	00:19:39		t@l for Taylor.	iconic	R		T's shape	traceshape	M draws a stylistic T with finger on paper	R.a	ELAB.a
11050401672	105	4	1672	00:19:46		you don't climb on the counter because you fall down, remember?	iconic	B		falling	H=B	moves hands downward fast	R.m	RF.p
11050401809	105	4	1809	00:26:42	*	Kee, get down.	iconic	L		downward	trace path		R	RF.d
11050501554	105	5	1554	00:04:08		you -- ok, let's put this away so we have room.	iconic	R		away	tracepath	M moves palm toward wall	R.d	RF.d
11050501788	105	5	1788			turn it the other way, Taylor, because it doesn't fit.	iconic	L		(turning) to right	tracepath	M turns hand in counter clockwise direction	R.d	DA
11050501875	105	5	1875	00:17:09			iconic	R		spinning	H=H	M moves finger fast in a circle	R.m	X
11050600740	105	6	740	00:40:13		push it on there and then we'll close it.	iconic-iconic	R-R		pushing. Closing	H=H.H=H	M moves hand downwars forcefully as if pushing. M  moves a fist shaped hand downwards as if  closing a waffle mold while holding the handle of it	R.m;R.m	RF.p;RF.p
11050600742	105	6	742	00:40:19		push it real hard.	iconic	R		pushing	H=H	M moves fist down forcefully to mimic pushing hard	R.m	RF.p
11050600753	105	6	753	00:40:44	*	you need to roll it out.	iconic	R		rolling	H=H	M pantomimes rolling with downward facing palm	R.m	RF.p
11050600816	105	6	816	00:43:04		let's put one of these here and see if you can smash it and make a strawberry.	iconic	R		closing	H=H	M moves hand downward over waffle mold as if closing it	R.m	RF.p
11050600893	105	6	893	00:45:31		go like this.	iconic	R		pounding	H=H	M moces fist in pounding motion in space over table	R.m	ADD.p
11050600902	105	6	902	00:45:49	*	little bit smaller.	iconic	R		small		M brings all fingers together to highlight small space	R.a	RF.a
11050601276	105	6	1276	00:04:36		squeeze.	iconic	B		squeezing	H=H	M puts fingers to thumbs together as if squeezing	R.m	RF.p
11050601453	105	6	1453	00:15:29		I ### peanut+butter and jelly.	iconic	B		sandwich	H=O	M brings palms together represent a PB&J sandwich	R.a	RF.a
11050601474	105	6	1474	00:16:17		push on it like this.	iconic	R		pushing	H=H	M moves downward facing palm over table in pushing motion	R.m	RF.p
11050700248	105	7	248	00:28:38		like this?	iconic	L		teeny bit	H=O	M uses index and thumb to show teeny.	R.a	DA
11050700249	105	7	249	00:28:39	b	little teeny bit?	iconic~	L		teeny bit	H=O	M uses index and thumb to show teeny.	R.a	RF.a
11050701226	105	7	1226	00:12:15	*	you got to go this way.	iconic	R		direction of line	tracepath	M draws line on paper from left to right.	R.d	DA
