SUBJECT	SESSION	TIME	UTTERANCE	MATCHES	MATCHED	CONTEXT
79	6	00:19:40	you know if you put two of these together they make a square.	2	together, square	
79	6	00:19:47	here, that one's big.	1	big	
79	6	00:19:50	and this makes a ramp so we can kind of put ramps around.	1	around	
79	6	00:19:50	this is a big track!	1	big	
79	6	00:20:49	and first I have to pack all our bags.	2	first, all	
79	6	00:20:49	what are you going to put in your bag?	1	in	M and C talking simultaneously.
79	6	00:20:49	they're going to put our car on a truck.	1	on	
79	6	00:20:49	on a case?	1	on	
79	6	00:21:34	we're going to go on a little vacation before we go to Boston.	3	on, little, before	
79	6	00:21:44	because we have to wait for all our stuff to get to Boston.	1	all	
79	6	00:21:44	right?	1	right	M and C talking simultaneously.
79	6	00:22:08	those aren't -- that's not a triangle!	1	triangle	
79	6	00:22:14	should we put a zebra on the track?	1	on	
79	6	00:22:14	no, in the jungle.	1	in	
79	6	00:22:14	it's -- it's not a farm animal but lots of animals go on a farm.	1	on	
79	6	00:22:14	alright, so should we put the trains on the track?	1	on	
79	6	00:22:14	it's right there.	1	right	
79	6	00:23:52	it's right there.	1	right	
79	6	00:24:11	not with that paint+ you're not.	1	with	
79	6	00:24:11	ok, you can put the top back on.	3	top, back, on	
79	6	00:25:01	alright, so put the trains on the track.	1	on	
79	6	00:25:01	how is the train going to go all by itself?	2	all, by	
79	6	00:27:15	so it goes green and then yellow and then what goes on top?	2	on, top	
79	6	00:27:15	what do you mean when the blue turns?	1	turns	
79	6	00:27:15	no, the light turns from -- green means go.	1	turns	
79	6	00:28:06	that's not a rectangle.	1	rectangle	
79	6	00:28:06	I say we put the trains on the brick -- on the track.	2	on, on	
79	6	00:28:06	should we put the trains on the track?	1	on	
79	6	00:28:06	but it doesn't turn the corners.	2	turn, corners	
79	6	00:28:06	after I turn around what?	3	after, turn, around	
79	6	00:29:42	Nana and Papa bought you all the Hess trucks.	1	all	
79	6	00:29:45	are we all done?	1	all	
79	6	00:29:45	mommy's going to build some ramps over here.	2	some, over	
79	6	00:29:45	you know where you're going with daddy later on today?	2	with, on	M and C talking simultaneously.
79	6	00:29:45	no, where are you going -- later on today with Julie?	2	on, with	
79	6	00:32:56	should I put the Legos away?	1	away	
79	6	00:32:56	how did the Legos get with the blocks?	1	with	
79	6	00:32:56	did you put them in there?	1	in	
79	6	00:32:56	I'm going to see Auntie_Sue_Sue and you're going to ### with daddy.	1	with	
79	6	00:32:56	we're just going to go -- out -- go shopping or something.	1	out	
79	6	00:32:56	and then you're going to see Jeremy on saturday.	1	on	
79	6	00:34:00	if it's nice out you guys can go to ### and go swimming.	1	out	
79	6	00:34:00	with Jeremy.	1	with	
79	6	00:30:05	come on.	1	on	
79	6	00:30:07	Sam, then help mommy clean up outside.	2	up, outside	
79	6	00:30:07	because we don't want to leave it all for daddy, do we?	1	all	
79	6	00:30:07	we don't want to clean up -- we don't want to leave everything for daddy, do we?	1	up	
79	6	00:32:46	you can do this all by yourself.	2	all, by	
79	6	00:32:46	I'll sit with you.	1	with	
79	6	00:33:22	are you going to first finish your milk?	1	first	
79	6	00:33:22	I'll be right back, sweetie.	2	right, back	
80	9	00:07:00	behind you.	1	behind	
80	9	00:07:00	maybe you should put the big one on the bottom to hold it up.	4	big, on, bottom, up	
80	9	00:08:00	you're supposed to pick that up.	1	up	
80	9	00:08:00	you're not supposed to even have that down here.	1	down	
80	9	00:12:00	and you put candy in there.	1	in	
83	6	00:08:53	how do you turn off the frog?	1	turn	
83	6	00:09:12	you want some apple juice?	1	some	
83	6	00:09:12	Katy go in your room.	1	in	
83	6	00:09:12	all right.	2	all, right	
83	6	00:09:12	let me heat this up though.	1	up	
83	6	00:09:12	Sue's just trying to push me in the oven.	1	in	
83	6	00:10:30	Katy if you're not quiet I'm going to set the timer for even longer.	1	longer	
83	6	00:10:30	how does this close?	1	close	
83	6	00:10:30	oh, that's right.	1	right	
83	6	00:10:30	I guess you have to move all that stuff so --	1	all	
83	6	00:10:30	she's being punished so we have to stay down here.	1	down	
83	6	00:10:30	ok, until her punishment's over.	1	over	
83	6	00:11:52	oh, it's got some uh --	1	some	
83	6	00:11:52	yeah, I'm letting them dry, right.	1	right	
83	6	00:11:52	don't touch or else you'll get paint+ on you again.	1	on	
83	6	00:12:28	we still haven't gotten all the paint+ off -- of this --	1	all	
83	6	00:12:45	do you want some juice?	1	some	
85	4	00:08:25	Jordan, it smells not so good in here.	1	in	
85	4	00:08:25	that one's so tall, Jordan.	1	tall	
85	4	00:08:25	stand up for a minute.	1	up	
85	4	00:09:57	it's crashing all the other ones.	1	all	
85	4	00:09:57	thought you liked to play in the water.	1	in	
85	4	00:09:57	say all aboard!	1	all	
85	4	00:09:57	all aboard the Jordan train.	1	all	
85	4	00:09:57	all aboard the Jordan train.	1	all	
85	4	00:09:57	now in the kitchen station.	1	in	
85	4	00:09:57	all aboard.	1	all	
85	4	00:09:57	all aboard the Jordan train.	1	all	
85	4	00:09:57	all aboard.	1	all	
85	4	00:16:38	there's no people you're going to put on your Jordan train?	1	on	
85	4	00:16:38	you're a little big for that Jordan train.	2	little, big	M and C talking simultaneously.
85	4	00:16:38	you're going to go back?	1	back	
85	4	00:16:38	do you want some ch --	1	some	M and C talking simultaneously.
85	4	00:16:38	oh, I didn't even say the whole word!	1	whole	
85	4	00:21:07	can you close the drawer?	1	close	
85	4	00:21:07	close it.	1	close	
85	4	00:21:13	can you open it by yourself?	1	by	
85	4	00:21:13	it's on this side.	2	on, side	
85	4	00:21:24	and then you can eat -- some pasta with me later, ok?	2	some, with	
85	4	00:21:46	come back when that piece is done.	2	back, piece	
85	4	00:21:46	come back when that piece is done.	2	back, piece	
85	4	00:21:47	make that all gone and then you can have more.	1	all	
85	4	00:21:57	make it all gone.	1	all	
85	4	00:21:57	make it all gone.	1	all	
85	4	00:21:57	make it all gone.	1	all	
85	4	00:21:57	swallow it and make it all gone.	1	all	
85	4	00:22:04	you have this piece of cheese too.	1	piece	
85	4	00:22:05	make it all gone.	1	all	
85	4	00:22:05	make it all gone.	1	all	
85	4	00:22:32	it was in perfect condition, Jordan, until she crumpled it up in the trash.	3	in, up, in	
85	4	00:22:32	do you want to help mama clean up?	1	up	
85	4	00:22:32	we'll get -- you another toy out?	1	out	
85	4	00:22:32	let's clean up.	1	up	
85	4	00:22:32	you can play with your little people.	2	with, little	
85	4	00:22:32	oh, is that how you're going to put them away?	1	away	
85	4	00:22:32	mama's fingers are too big.	1	big	
85	4	00:23:49	help me pick the stuff up, Jordan.	1	up	
85	4	00:23:49	and them we can play with some other toys.	2	with, some	
85	4	00:23:49	can I have more pieces?	1	pieces	
85	4	00:24:02	over there.	1	over	
85	4	00:24:02	all aboard the Jordan train.	1	all	
85	4	00:24:02	hold on.	1	on	
85	4	00:24:02	all aboard the Jordan train is in the Jordan station.	2	all, in	
85	4	00:24:02	all aboard!	1	all	
85	4	00:24:02	Jordan, next time you can use this -- as a trailer.	1	next	M and C talking simultaneously.
85	4	00:24:02	all aboard the Jordan train.	1	all	
85	4	00:24:02	put the Jordan train back in the station.	2	back, in	
85	4	00:24:02	all aboard.	1	all	
85	4	00:24:02	put the train back in the station.	2	back, in	
85	4	00:25:03	pick up the Jordan train.	1	up	
85	4	00:25:03	put it in the Jordan station.	1	in	
85	4	00:25:03	I'm still upset about this.	1	about	
85	4	00:25:03	I got to pull it out.	1	out	
85	4	00:45:44	are we going to make a line or a wall?	1	line	
85	4	00:46:06	turn --	1	turn	
85	4	00:46:20	you put the cat on top of the door.	2	on, top	
85	4	00:46:22	we'll turn the lion --	1	turn	M and C talking simultaneously.
85	4	00:46:22	you put the cat on top of the door on top of the lion.	4	on, top, on, top	
85	4	00:46:22	I'll put it over here.	1	over	M and C talking simultaneously.
85	4	00:46:22	they're falling all over the place.	3	all, over, place	
85	4	00:47:10	you put it right on the end over there.	3	right, on, over	
85	4	00:47:10	can I put one down?	1	down	
85	4	00:47:17	can I put one over here?	1	over	
85	4	00:47:17	oh, you're putting them next to one another?	1	next	
85	4	00:47:26	you're putting them next to one another, huh?	1	next	
85	4	00:47:42	you want it on top now?	2	on, top	
85	4	00:47:47	ah, you're putting another one on top.	2	on, top	
85	4	00:47:47	you going to eat a lot of jelly+beans.	1	lot	
85	4	00:48:13	yeah, they look good on top.	2	on, top	
85	4	00:48:13	look how tall it is!	1	tall	
85	4	00:48:13	right on top.	3	right, on, top	
85	4	00:48:13	right on top.	3	right, on, top	
85	4	00:48:13	you open the door and close the door.	1	close	
85	4	00:49:52	let's see how tall it is.	1	tall	
85	4	00:50:00	seven blocks tall and it came crumbling.	1	tall	
85	4	00:50:00	I'll put one on yours now.	1	on	
85	4	00:50:26	now put one on yours.	1	on	M and C talking simultaneously.
85	4	00:50:28	that's the top.	1	top	
85	4	00:50:37	push it over!	1	over	
85	4	00:50:42	push it over!	1	over	
85	4	00:50:44	should we try again or are you getting bored with this too?	1	with	
85	4	00:50:44	all aboard?	1	all	
85	4	00:50:44	your sneeze knocked it down, Jordan.	1	down	
85	4	00:50:44	we'll put the engine over here.	1	over	
85	4	00:50:44	all aboard -- the block train.	1	all	
85	4	00:50:44	all aboard.	1	all	
85	4	00:50:44	do you want to make a long train?	1	long	
85	4	00:50:44	let's see how long of a train you can make.	1	long	
85	4	00:50:44	I think you can make it really really really long and keep pushing on it.	2	long, on	M and C talking simultaneously.
85	4	00:50:44	all aboard.	1	all	
85	4	00:50:44	here's a little train.	1	little	
85	4	00:50:44	here's a short train.	1	short	
85	4	00:50:44	it's two little trains!	1	little	
85	4	00:50:44	let's make a short short ### train.	2	short, short	
85	4	00:51:43	I'm going to start putting them away now.	1	away	
85	4	00:51:43	if you keep playing like that we have to put them away.	1	away	
85	4	00:51:43	put them back.	1	back	
85	4	00:51:43	all aboard!	1	all	
85	4	00:51:43	put the blocks in the station.	1	in	
85	4	00:51:43	all aboard.	1	all	
85	4	00:51:43	all aboard.	1	all	
85	4	00:51:43	the bird and the tiger are on the block train.	1	on	
85	4	00:07:15	I know which one you're talking about.	1	about	
85	4	00:07:15	you're talking about this one, huh?	1	about	
85	4	00:07:15	hang on.	1	on	
85	4	00:08:06	### it in the garbage.	1	in	
85	4	00:08:06	I'm going to put it in the refrigerator so it cools off, ok?	1	in	
85	4	00:08:06	going to put it right here to cool off.	1	right	
85	4	00:08:06	need some kind of drink?	1	some	
85	4	00:08:06	we'll put your juice in a cup.	1	in	
85	4	00:08:06	you're putting it back for me?	1	back	
85	4	00:08:06	ok, hold on.	1	on	
85	4	00:08:06	I -- will rinse this out because I already used this.	1	out	
85	4	00:08:06	hold on, man.	1	on	
85	4	00:08:06	hold up.	1	up	
85	4	00:08:06	let me get a little food.	1	little	
85	4	00:08:06	you're exactly right.	1	right	
85	4	00:10:40	come on.	1	on	
85	4	00:10:40	I took my -- own food there first.	1	first	
85	4	00:10:51	maybe it's cool enough.	1	enough	
85	4	00:10:51	let's -- pretend we ### together.	1	together	
85	4	00:10:51	come on.	1	on	
85	4	00:10:51	Jana's right here.	1	right	
85	4	00:10:51	sit it right up there.	2	right, up	
85	4	00:10:51	it's a little hot.	1	little	
85	4	00:10:51	we're going to have to blow on it, but that's alright.	1	on	
85	4	00:10:51	hold on.	1	on	
85	4	00:10:51	two hands on the cup, please.	1	on	
85	4	00:10:51	Probably have to blow on it.	1	on	
85	4	00:12:02	going to make it all gone.	1	all	
85	4	00:13:10	all gone.	1	all	
85	4	00:13:10	I should have put mine in the freezer too.	1	in	
85	4	00:13:10	give up on that piece of noodle.	3	up, on, piece	
85	4	00:13:38	how about that one?	1	about	
85	4	00:13:46	can you do it by yourself?	1	by	
85	4	00:13:46	I should put mine in the freezer too.	1	in	M whispers.
85	4	00:14:24	by yourself?	1	by	
85	4	00:14:53	they're both flying in the dark and this one's going to go off the page.	1	in	
85	4	00:14:58	and this is a double sided propeller hop -- helicopter.	1	sided	
85	4	00:15:01	he's flying in the dark too.	1	in	
85	4	00:15:02	he's having a little spill, but --	1	little	
85	4	00:15:02	-- I'm sure he'll right himself up.	2	right, up	
85	4	00:15:06	this is -- a big airplane coming straight for us and this is a flying saucer breaking into the atmosphere.	3	big, straight, into	
85	4	00:15:11	that's why he has to go on his side, Jordan.	2	on, side	
85	4	00:15:11	because he has to sneak into their atmosphere.	1	into	
85	4	00:15:27	come on.	1	on	
85	4	00:15:27	ok, get it in your mouth!	1	in	
85	4	00:15:27	get it in your mouth before it drops.	2	in, before	
85	4	00:15:44	stay up on your seat though.	2	up, on	
85	4	00:15:44	did you play nice with your friends?	1	with	
85	4	00:15:44	like you did at the birth+day party on saturday?	1	on	
85	4	00:15:44	I just don't want you to fill up on the juice.	2	up, on	
85	4	00:15:44	eat first.	1	first	
85	4	00:16:05	eat some more and then you can have the rest of your juice.	1	some	
85	4	00:16:07	eat some more, please.	1	some	
85	4	00:16:07	eat first.	1	first	
85	4	00:16:07	just a little more.	1	little	
85	4	00:16:07	make it all gone, Jordan.	1	all	
85	4	00:16:07	make it all gone.	1	all	
85	4	00:16:07	eat some more for me.	1	some	
85	4	00:16:50	come on.	1	on	
85	4	00:16:50	you did the first one right.	2	first, right	
85	4	00:16:50	try again some more.	1	some	
85	4	00:16:50	push it in there.	1	in	
85	4	00:16:50	I think that's a good piece.	1	piece	
85	4	00:16:50	come on now.	1	on	
85	4	00:16:50	come on.	1	on	
85	4	00:16:50	we'll clean it up later.	1	up	
85	4	00:18:15	maybe a bigger fork will get him.	1	bigger	
85	4	00:18:15	you got to poke it and pick it up.	1	up	
85	4	00:18:48	do you want to spit something out?	1	out	
85	4	00:18:52	make it all gone.	1	all	
85	4	00:18:52	come on.	1	on	
85	4	00:19:13	wipe it up.	1	up	
85	4	00:19:54	wipe it up.	1	up	
85	4	00:19:54	you spilled a lot.	1	lot	
85	4	00:20:12	come on.	1	on	M and C talking simultaneously.
85	4	00:20:13	come on.	1	on	
85	4	00:20:14	come on.	1	on	
85	4	00:20:23	come on.	1	on	
85	4	00:20:29	put this in the kitchen.	1	in	
85	4	00:20:29	put it in the garbage and we'll scrape your plate.	1	in	
85	4	00:20:29	come on.	1	on	
85	4	00:20:35	once you drop the fork -- it's over from there.	1	over	
85	4	00:20:57	put this in the sink.	1	in	
85	4	00:20:59	put this in the sink.	1	in	
85	4	00:21:01	put this in the sink.	1	in	
85	4	00:21:01	put it in the sink.	1	in	M and C talking simultaneously.
85	4	00:21:01	put it in the sink.	1	in	
85	4	00:21:01	alright, it's over.	1	over	
85	4	00:21:40	come on.	1	on	
85	4	00:21:40	let's change you a little bit.	2	little, bit	
85	4	00:21:40	come on.	1	on	
85	4	00:22:12	I'm not going to get it right now.	1	right	
85	4	00:22:12	I'm not worried about that.	1	about	
85	4	00:22:12	make your arm go down.	1	down	
85	4	00:22:12	make this arm go down too.	1	down	
85	4	00:22:12	all the dirty clothes --	1	all	
85	4	00:22:12	well, I guess you can stay in this.	1	in	
85	4	00:22:12	can you take your pants down.	1	down	
85	4	00:22:12	push your pants down.	1	down	
85	4	00:23:21	take your legs down.	1	down	
85	4	00:23:21	no, don't jump right now.	1	right	
85	4	00:23:21	can you take your diaper down?	1	down	
85	4	00:23:21	you got to take your diaper down too.	1	down	
85	4	00:24:21	come on.	1	on	
85	4	00:24:21	Jordan, get in here.	1	in	
85	4	00:24:21	we're going to put your pants on.	1	on	
85	4	00:24:21	after this --	1	after	
85	4	00:24:21	hold on.	1	on	
85	4	00:24:21	hold on.	1	on	
85	4	00:24:21	hold on.	1	on	
85	4	00:24:21	hold on.	1	on	
85	4	00:25:20	here, we'll -- put it right in front of you.	3	right, in, front	M and C talking simultaneously.
85	4	00:25:20	stand up.	1	up	
85	4	00:25:20	stand up.	1	up	
85	4	00:25:20	stand up.	1	up	
85	4	00:25:20	they're so big on you.	2	big, on	
85	4	00:25:20	I need your head.	1	head	
85	4	00:25:55	are you pushing them up and down and all around?	4	up, down, all, around	
85	4	00:25:55	that one flip over, mom.	2	flip, over	
85	4	00:25:55	flipped over.	2	flipped, over	
85	4	00:25:55	I dumped out the laundry.	1	out	
85	4	00:25:55	I picked it up by the wrong end.	2	up, by	M and C talking simultaneously.
85	4	00:25:55	so much garbage in the cup, Jordan.	2	much, in	
85	9	00:05:00	you never built towers like that before, Jordan.	1	before	
85	9	00:05:00	this is the first time.	1	first	
85	9	00:05:00	they're very tall.	1	tall	
85	9	00:05:00	you want to see if you can do it with the ant blocks too?	1	with	
85	9	00:05:00	get the ant blocks and maybe you can build another tower right next to that tower.	2	right, next	
85	9	00:05:00	### get it out?	1	out	
85	9	00:05:00	dump them out on the floor.	2	out, on	
85	9	00:05:00	you can crash them together.	1	together	
85	9	00:05:00	you want to build one with the ant blocks too?	1	with	
85	9	00:05:00	you're going to put the ant paths together?	2	paths, together	
85	9	00:05:00	maybe once you put the ants together then you can use the dinosaur to follow the ant trails on top of the blocks.	3	together, on, top	
85	9	00:05:00	a lot of what?	1	lot	
85	9	00:05:00	do you want your little dinosaurs, too?	1	little	
85	9	00:05:00	I think your little dinosaurs are in --	2	little, in	
85	9	00:05:00	little dinosaur.	1	little	
85	9	00:05:00	somebody colored on that.	1	on	
85	9	00:05:00	you could still play with your blocks even when there's color on it.	2	with, on	
85	9	00:05:00	it's it's not a really a big deal.	1	big	
85	9	00:05:00	there's more letter blocks behind your tower.	1	behind	
85	9	00:10:08	do you want to eat a lot of food or a little bit of food?	3	lot, little, bit	
85	9	00:03:14	so I'm trying to put them in some sort of -- spreadsheet so I can look at them ###	2	in, some	
85	9	00:03:14	I have some Michael_Jordan cards somewhere.	1	some	
85	9	00:03:14	got a lot of Bulls cards.	1	lot	
85	9	00:03:14	hold on.	1	on	
85	9	00:03:14	these are all the -- Pistons.	1	all	
85	9	00:03:14	I'm not too keen on the Pistons.	1	on	
85	9	00:03:14	that's Ok because they're in the plastic.	1	in	
85	9	00:04:11	I don't know how to figure out how these are worth any money.	1	out	
85	9	00:04:19	he was in a good movie called Space_Jam.	1	in	
85	9	00:04:19	so do you want me to make you some food?	1	some	
85	9	00:04:19	do you want me to make you some food?	1	some	
85	9	00:04:19	come on.	1	on	
85	9	00:04:19	I'll make you some food.	1	some	
85	9	00:04:19	we got tons of boxes to go through.	1	through	
85	9	00:04:19	how about chicken noodle soup?	1	about	
85	9	00:04:19	Jordan I only feel like opening up a can of something for you.	1	up	
85	9	00:06:10	this one's some pizza thing.	1	some	
85	9	00:06:18	I called him to see if you guys could play later together.	1	together	
85	9	00:06:18	I thought maybe you guys could go out together today.	2	out, together	
85	9	00:06:18	that's what Jackson does on the weekends.	1	on	
85	9	00:06:18	ready to start cleaning up?	1	up	
85	9	00:07:40	show me with your hands.	1	with	looks like counting number five
85	9	00:07:40	I'm going to start cleaning up without you.	1	up	
85	9	00:07:40	how about I play and then you can --	1	about	
85	9	00:09:41	three more minutes ### we're going to clean up all these toys.	2	up, all	
85	9	00:10:03	if you want to start putting -- playing with the trains, you have to clean up the blocks and the dinosaurs.	2	with, up	
85	9	00:10:03	because there's a big mess on the floor.	2	big, on	can't see on tape, remember from session
85	9	00:10:03	do you want to play with the trains?	1	with	
85	9	00:10:03	if the answer is yes then you have to clean up your blocks.	1	up	
85	9	00:10:03	clean up your blocks and your dinosaurs.	1	up	
85	9	00:10:03	and then you can play with these trains.	1	with	
85	9	00:10:03	you just put the dinosaur blocks in the -- in the --	2	in, in	
85	9	00:10:03	you dumped out your cars, too, huh?	1	out	
85	9	00:10:03	you can leave all the train stuff out.	2	all, out	
85	9	00:11:29	do the ant blocks go with the letter blocks?	1	with	
85	9	00:11:29	the ant blocks go in a different box.	1	in	
85	9	00:11:29	over there!	1	over	
85	9	00:11:29	over there!	1	over	
85	9	00:11:29	do the letter blocks first then.	1	first	
85	9	00:11:29	you putting ### all the letter blocks first?	2	all, first	
85	9	00:11:29	this is a little dinosaur.	1	little	
85	9	00:12:23	come on.	1	on	
85	9	00:12:25	I got half the cars and I got this almost filled up.	2	half, up	
85	9	00:12:25	can you do the ant blocks before I finish the letter blocks?	1	before	
85	9	00:12:25	maybe we'll win together.	1	together	
85	9	00:12:25	yeah we are working together.	1	together	
85	9	00:12:25	the ultimate winner will be the first person to put their stuff all up on the shelf.	4	first, all, up, on	
85	9	00:13:19	we'll leave your trains out.	1	out	
85	9	00:13:19	### to play with your trains.	1	with	
85	9	00:13:28	### little ###	1	little	
85	9	00:13:39	we well we won together.	1	together	
85	9	00:13:39	how about you?	1	about	
85	9	00:13:48	you need some more letter blocks?	1	some	
85	9	00:13:49	come on.	1	on	
85	9	00:14:00	but I want you to clean up a little bit better.	3	up, little, bit	
85	9	00:14:09	he goes up here with the stuffed animals.	2	up, with	
85	9	00:14:09	you're right.	1	right	
85	9	00:14:43	with my eyes.	1	with	
85	9	00:14:43	### rub the hurt away?	1	away	
85	9	00:14:43	we're making some progress.	1	some	
87	8	00:52:32	you see a m@l on one of those blocks?	1	on	
87	8	00:52:32	yeah, clean up.	1	up	
89	6	00:21:57	pick them up.	1	up	
89	6	00:22:08	right here.	1	right	
89	6	00:22:08	you forgot a block in here.	1	in	
89	6	00:22:08	hold on.	1	on	
89	6	00:22:08	he'll be out in a few minutes Zoie.	2	out, in	
89	6	00:22:08	you told me to close the door.	1	close	
91	4	00:04:59	Bella, do you want to do this one again or build a bigger blocks ###?	1	bigger	
91	4	00:04:59	you can do computer a bit later.	1	bit	
91	4	00:04:59	yeah, you need to lean on a book.	1	on	
91	4	00:04:59	here, lean on these Catherine.	1	on	
91	4	00:04:59	well, that's why you need to lean on something.	1	on	
91	4	00:04:59	you can lean on this one.	1	on	
91	4	00:04:59	and are you going to draw some faces?	2	some, faces	
91	4	00:02:06	it's cold out.	1	out	
91	4	00:02:06	I think the key should work in other places too.	2	in, places	
100	7	00:31:00	Woody can come too, right?	1	right	
100	7	00:31:00	two sides?	1	sides	
100	7	00:31:00	of a two sided bridge?	1	sided	
100	7	00:31:37	well here's some purple over there.	2	some, over	
100	7	00:31:37	oh the same size?	1	size	
100	7	00:31:37	here this is the same height I think.	1	height	
100	7	00:31:37	well yeah that's the same height.	1	height	
100	7	00:32:05	it's just not as long.	1	long	M holding hands apart to measure length
100	7	00:32:10	oh I don't know if we have a long purple one.	1	long	
100	7	00:32:10	is there more in there?	1	in	
100	7	00:32:15	how about the pink one?	1	about	
100	7	00:32:43	we need something to hold it together?	1	together	
100	7	00:33:00	maybe the baby wants to come in and play too.	1	in	
100	7	00:34:16	a big bridge.	1	big	
100	7	00:34:16	or you want to do it by yourself?	1	by	
100	7	00:34:16	you do it by yourself?	1	by	
100	7	00:35:00	and they can walk across that bridge, huh?	1	across	
100	7	00:36:00	maybe there more in here, huh?	1	in	
100	7	00:36:00	I looked in there I didn't see any.	1	in	
100	7	00:36:38	and look Max even the little -- the little Buzzes can go across the bridge.	3	little, little, across	
100	7	00:37:00	is there some in here?	2	some, in	
100	7	00:37:00	here's some other Buzzes we can -- you can put on your bridge.	2	some, on	
100	7	00:37:20	because they're smaller than the other guys.	1	smaller	
100	7	00:37:20	let's look in the other drawers.	1	in	
100	7	00:37:20	I think there's some --	1	some	
100	7	00:37:20	and look Max this clips on the --	1	on	
100	7	00:37:39	Pooh fits on there.	1	on	
100	7	00:37:39	well let's just play with this.	1	with	
100	7	00:38:00	you want to put him on?	1	on	
100	7	00:38:00	we can jump over Pooh?	1	over	
100	7	00:38:55	here's Woody on the horse.	1	on	
100	7	00:39:19	Max let's put this bridge together.	1	together	
100	7	00:39:19	and then we can get these guys -- can go across the bridge.	1	across	
100	7	00:39:19	I think that's all -- that's in there.	2	all, in	
100	7	00:39:19	no I don't know what happened to all the other --	1	all	
100	7	00:39:19	well I don't see any of the -- other blocks in here.	1	in	
100	7	00:40:00	I think we have enough to work with.	2	enough, with	
100	7	00:40:00	well we got a lot of people too.	1	lot	
100	7	00:40:00	we need a good long bridge, huh?	1	long	
100	7	00:41:00	should I put something to hold them together?	1	together	
100	7	00:41:00	I'm going to take this long one off.	1	long	
100	7	00:41:00	you connected them together.	1	together	
100	7	00:41:00	in there?	1	in	
100	7	00:41:00	in the bridge?	1	in	
100	7	00:41:00	in the center?	2	in, center	
100	7	00:41:00	we can go back.	1	back	
100	7	00:49:00	we didn't -- we didn't get a chance to make our guys walk on it.	1	on	
100	7	00:49:00	the little Buzzes will fit on there.	2	little, on	
100	7	00:49:46	we have a little dog.	1	little	
100	7	00:49:46	that little grey dog.	1	little	
100	7	00:49:53	I think it's in one of those -- uh -- drawers.	1	in	
100	7	00:49:53	Max don't dump everything out.	1	out	
100	7	00:49:53	just open the drawer and look in it.	1	in	
100	7	00:49:53	he's in there somewhere.	1	in	
100	7	00:35:52	come on.	1	on	
100	7	00:35:52	all the air's coming out.	2	all, out	
100	7	00:35:52	oh you let all the air out.	2	all, out	
100	7	00:35:52	ok let's put this puzzle together.	1	together	
100	7	00:37:23	let's put the -- let's put this together.	1	together	
100	7	00:37:23	don't you want to do the puzzle with me?	1	with	
100	7	00:37:42	did you slobber on the end of this?	1	on	
100	7	00:37:42	Max put those back on your bed.	2	back, on	
100	7	00:37:42	put them back on your bed, Max.	2	back, on	
100	7	00:39:04	I think my nails are too long.	1	long	
100	7	00:39:14	are you ok, big guy?	1	big	
100	7	00:39:14	I think we got too much stuff out.	2	much, out	
100	7	00:41:24	no, there's one in here already.	1	in	
100	7	00:41:24	well play with that one.	1	with	
100	7	00:41:24	let's just play with the one.	1	with	
100	7	00:41:24	it's just a piece of hair.	1	piece	
100	7	00:41:54	come on, Max.	1	on	
100	7	00:41:54	big guy?	1	big	
100	8	00:10:12	do you want to build a castle with those?	1	with	
100	8	00:10:12	with your blocks?	1	with	
100	8	00:10:12	### with this for him then.	1	with	
100	8	00:10:12	thought we put new batteries in this.	1	in	
100	8	00:10:12	Max, come on.	1	on	
100	8	00:10:12	but that's because we build them really tall.	1	tall	
100	8	00:10:12	there's a top.	1	top	
100	8	00:10:12	he can go on top.	2	on, top	
100	8	00:10:12	well we can use the little ones too, right?	2	little, right	
100	8	00:10:12	put it on top?	2	on, top	
100	8	00:12:58	that's all.	1	all	
100	8	00:12:58	right.	1	right	
100	8	00:12:58	should we start a tape on?	1	on	
100	8	00:14:50	there was a little Lucky hair on there.	2	little, on	
100	8	00:14:50	you blew my house down!	1	down	
100	8	00:15:03	let's put -- Timone on the top.	2	on, top	
100	8	00:15:35	should I put that up there?	1	up	
100	8	00:15:35	we could put a couple guys up there!	1	up	
100	8	00:15:35	that's all.	1	all	
100	8	00:15:35	he just wants to play with you.	1	with	
100	8	00:15:35	well babies can play with them too, I think.	1	with	
100	8	00:15:35	you melted right there.	1	right	
100	8	00:15:35	let's settle down, Max.	1	down	
100	8	00:18:16	do you want to make a train with these?	1	with	
100	8	00:18:16	let's go ahead and make that train.	1	ahead	
100	8	00:18:16	### them together?	1	together	
100	8	00:18:57	mix it up!	1	up	
100	8	00:18:57	mix it up!	1	up	
100	8	00:18:57	it's all gone.	1	all	
100	8	00:18:57	it's all gone.	1	all	
100	8	00:19:31	you need another long one?	1	long	
100	8	00:19:41	well this one's taller.	1	taller	
100	8	00:19:46	we only have taller ones.	1	taller	
100	8	00:19:49	we could make a tall one, too, right?	2	tall, right	
100	8	00:19:49	that's a big train, huh?	1	big	
100	8	00:19:49	that someone has a full set of teeth!	1	full	
100	8	00:21:06	that might work better under here.	1	under	
100	8	00:21:17	right.	1	right	
100	8	00:22:33	right.	1	right	
100	8	00:23:08	if we don't have any tracks for it, right?	1	right	
100	8	00:23:08	someone's sitting on your foot.	1	on	
100	8	00:23:08	### a big baby sitting on your foot.	2	big, on	
100	8	00:23:08	come on back over here.	3	on, back, over	
100	8	00:10:00	I'm locking you up in the cage.	2	up, in	
100	8	00:10:00	you didn't turn it over, did you Max?	2	turn, over	
100	8	00:11:15	into a rock?	1	into	
